Toad,Date,Hour,Minute,Cycle,Easting,Northing
9999,2009-07-09,1,15,night,551971.8,4713829.6
9999,2009-07-09,17,44,day,551985.6,4713826.7
9999,2009-07-10,2,48,night,551973.1,4713826.7
9999,2009-07-10,4,19,night,551981.9,4713824.3
9999,2009-07-10,17,34,day,551981.3,4713828.9
9999,2009-07-10,22,48,night,551988.9,4713820.9
9999,2009-07-10,23,26,night,551990.3,4713818
9999,2009-07-11,13,41,day,551999.8,4713822.5
9999,2009-07-11,23,7,night,551988.3,4713825
9999,2009-07-11,23,42,night,551976.7,4713827.9
9999,2009-07-12,17,54,day,552005.1,4713822.9
9999,2009-07-12,23,53,night,551974.3,4713828.8
9999,2009-07-13,23,45,night,552018,4713816.9
9999,2009-07-14,23,39,night,551988.4,4713820.9
9999,2009-07-21,1,40,night,551917.1,4713839.5
9999,2009-07-22,0,47,night,551977.2,4713822.2
9999,2009-07-25,2,5,night,551975.5,4713823.7
9999,2009-07-26,2,43,night,551988.9,4713822.5
9999,2009-07-30,23,15,night,551907.6,4713843.9
9999,2009-07-31,17,24,day,551974.9,4713827
9999,2009-08-01,0,44,night,551893.4,4713843.2
9999,2009-08-01,1,42,night,551898.6,4713837.5
9999,2009-08-01,11,16,day,552006.8,4713823.6
9999,2009-08-01,22,57,night,551928.3,4713834
9999,2009-08-01,23,41,night,551930.3,4713836.3
9999,2009-08-02,14,2,day,551972.7,4713827.6
9999,2009-08-02,22,55,night,551950.7,4713837.4
9999,2009-08-02,23,46,night,551946.2,4713837.8
9999,2009-08-03,13,0,day,551955.7,4713832.8
9999,2009-08-03,22,56,night,551875.5,4713839.2
9999,2009-08-03,23,49,night,551885.2,4713844.9
9999,2009-08-04,11,2,day,551918.8,4713836.7
9999,2009-08-04,22,15,night,551989.8,4713827.8
9999,2009-08-04,23,26,night,551999.3,4713831.7
9999,2009-08-10,23,28,night,551904.7,4713838.5
9999,2009-08-11,0,25,night,551906.1,4713834.8
9999,2009-08-11,18,6,day,551911.8,4713838.4
9999,2009-08-12,1,30,night,551926.8,4713865
9999,2009-08-12,20,0,day,551944.2,4713828.2
9999,2009-08-12,23,34,night,551905.4,4713831.5
9999,2009-08-12,23,53,night,551901.8,4713840.9
9999,2009-08-13,17,24,day,551956.1,4713832.1
9999,2009-08-13,22,50,night,551912.6,4713834.8
9999,2009-08-13,23,25,night,551912.1,4713837.5
9999,2009-08-14,11,29,day,551911.2,4713837.5
9999,2009-08-14,23,11,night,551907.4,4713835.3
9999,2009-08-15,0,7,night,551912.8,4713832.5
9999,2009-08-15,18,17,day,552001.4,4713823.1
9999,2009-08-15,23,27,night,551938.2,4713833.4
9999,2009-08-15,23,53,night,551951.9,4713831.1
9999,2009-08-16,18,24,day,551953.8,4713836.2
9999,2009-08-16,23,5,night,551970.3,4713832.4
